"fips","stname","Ctyname","cases_2018","ststatus","pop_2018","pct_uninsured","incidence_2018","active_months_10c","mean_annual_temp_c","canopy_pct","coverage_wt"
51620,"Virginia","Franklin city",0,"High Incidenc",8013,8.9,0,7,15.68,44.8195474703011,1.0000000000001
51630,"Virginia","Fredericksburg city",1,"High Incidenc",29144,11.5,3.43123799066703,7,13.69,35.4909314619737,1.00000000000003
51640,"Virginia","Galax city",28,"High Incidenc",6423,15.1,435.933364471431,6,12,53.143008316835,0.99999999999979
51650,"Virginia","Hampton city",0,"High Incidenc",134313,9.1,0,8,16.38,14.7962198995701,0.999999999999987
51660,"Virginia","Harrisonburg city",6,"High Incidenc",54033,14.6,11.1043251346399,7,12.63,11.5990681050299,0.999999999999982
51670,"Virginia","Hopewell city",1,"High Incidenc",22596,11.8,4.42556204637989,7,15.4,48.1802080269125,0.999999999999975
51678,"Virginia","Lexington city",1,"High Incidenc",7136,8.5,14.0134529147982,NA,NA,40.8818024211425,1.00000000000005
51680,"Virginia","Lynchburg city",5,"High Incidenc",82126,10.7,6.08820592747729,7,13.88,54.281805702618,0.999999999999964
51683,"Virginia","Manassas city",4,"High Incidenc",41641,15.9,9.60591724502294,7,13.72,32.7091605475744,0.999999999999828
51685,"Virginia","Manassas Park city",2,"High Incidenc",17307,16.1,11.5560177962674,7,13.71,45.4474664680722,0.999999999999841
51690,"Virginia","Martinsville city",0,"High Incidenc",12902,10.4,0,7,14.34,62.5002300271993,1.00000000000008
51700,"Virginia","Newport News city",2,"High Incidenc",178626,10.8,1.11965783256637,8,16.22,33.7458647396406,1.00000000000008
51710,"Virginia","Norfolk city",3,"High Incidenc",244076,12.6,1.22912535439781,9,16.68,12.4903981311727,0.99999999999995
51720,"Virginia","Norton city",0,"High Incidenc",3968,9.5,0,6,11.99,68.0668492327401,0.99999999999985
51730,"Virginia","Petersburg city",0,"High Incidenc",31567,11.8,0,7,15.3,46.6193977171276,0.999999999999911
51735,"Virginia","Poquoson city",0,"High Incidenc",12190,5.8,0,8,16.29,30.3577302457009,1.00000000000002
51740,"Virginia","Portsmouth city",0,"High Incidenc",94632,10.3,0,9,16.62,23.627230306773,1.00000000000001
51750,"Virginia","Radford city",11,"High Incidenc",18339,8.5,59.9814602759147,6,12.38,32.5178467697935,0.999999999999991
51760,"Virginia","Richmond city",3,"High Incidenc",228783,13.3,1.31128624067348,7,14.79,32.9692623660315,0.999999999999957
51770,"Virginia","Roanoke city",17,"High Incidenc",99920,13,17.013610888711,7,13.86,40.5522715531226,0.999999999999979
51775,"Virginia","Salem city",3,"High Incidenc",25643,7.7,11.699099169364,7,13.79,65.8490650441321,0.999999999999925
51790,"Virginia","Staunton city",19,"High Incidenc",24922,9.8,76.2378621298451,6,12.44,27.7200483735627,1.00000000000003
51800,"Virginia","Suffolk city",0,"High Incidenc",91185,8.7,0,9,15.89,50.206489182095,0.99999999999844
51810,"Virginia","Virginia Beach city",8,"High Incidenc",450189,9.4,1.77703142457945,9,16.37,28.1810155134762,1.00000000000012
51820,"Virginia","Waynesboro city",8,"High Incidenc",22628,12.2,35.3544281421248,7,12.63,50.1976256767429,1.00000000000015
51830,"Virginia","Williamsburg city",0,"High Incidenc",14896,10.1,0,7,15.69,49.5643060531166,1.00000000000014
51840,"Virginia","Winchester city",8,"High Incidenc",28108,14.2,28.4616479294151,7,12.49,21.9247198234696,0.999999999999792
54001,"West Virginia","Barbour County",23,"High Incidenc",16535,8.4,139.098881161173,6,11.79,59.8157652518601,0.999999999997387
54003,"West Virginia","Berkeley County",46,"High Incidenc",117123,7.6,39.2749502659597,6,12.36,45.0988403360618,0.999999999999959
54005,"West Virginia","Boone County",1,"High Incidenc",21951,7.6,4.55560111156667,7,13.18,74.7404015940567,0.999999999922475
54007,"West Virginia","Braxton County",4,"High Incidenc",14089,8.8,28.3909432890908,6,12.81,73.617577827894,1.00000000000006
54009,"West Virginia","Brooke County",16,"High Incidenc",22203,5.8,72.0623339188398,6,11.07,50.4799884528276,1.00000000000004
54011,"West Virginia","Cabell County",1,"High Incidenc",93224,7.7,1.07268514545611,7,13.56,64.9931763238242,0.999999999999895
54013,"West Virginia","Calhoun County",1,"High Incidenc",7254,8.8,13.7854976564654,6,12.57,76.1001010488748,1.00000000000005
54015,"West Virginia","Clay County",1,"High Incidenc",8632,8.2,11.5848007414272,6,12.86,77.220404167189,0.99999999999075
54017,"West Virginia","Doddridge County",0,"High Incidenc",8406,7.6,0,6,12.25,71.7089927979402,0.999999999999988
54019,"West Virginia","Fayette County",5,"High Incidenc",43018,8.3,11.6230415175043,6,11.73,76.8424641047532,1.00000000000001
54021,"West Virginia","Gilmer County",0,"High Incidenc",8026,7.6,0,6,12.7,73.6721596912911,1.00000000000001
54023,"West Virginia","Grant County",6,"High Incidenc",11626,8.4,51.6084637880612,6,10.87,58.9952139303073,1.00000000000002
54025,"West Virginia","Greenbrier County",23,"High Incidenc",34786,9.4,66.1185534410395,6,10.56,65.5880785132388,1.00000000000039
54027,"West Virginia","Hampshire County",28,"High Incidenc",23347,10.3,119.929755428963,6,11.66,67.2671970682763,1.00000000000053
54029,"West Virginia","Hancock County",78,"High Incidenc",29094,7.7,268.096514745308,6,10.54,52.965325060695,0.999999999999989
54031,"West Virginia","Hardy County",8,"High Incidenc",13775,9.4,58.076225045372,6,11.34,69.8362768734362,0.999999999999929
54033,"West Virginia","Harrison County",16,"High Incidenc",67554,8.2,23.6847558989845,6,12.34,58.8191139225822,1.00000000000006
54035,"West Virginia","Jackson County",0,"High Incidenc",28706,7.1,0,6,12.92,65.2073825200095,1.00000000000001
54037,"West Virginia","Jefferson County",19,"High Incidenc",56811,6.4,33.4442273503371,7,12.63,30.1152905278801,1.0000000000001
54039,"West Virginia","Kanawha County",9,"High Incidenc",180454,8.1,4.98742061688851,7,13.27,74.3801889689663,0.99999999979892
54041,"West Virginia","Lewis County",7,"High Incidenc",16024,7.3,43.6844732900649,6,12.76,68.2086603813919,1.00000000000001
54043,"West Virginia","Lincoln County",0,"High Incidenc",20599,8.2,0,7,13.79,76.8883526932969,1.0000000000013
54045,"West Virginia","Logan County",0,"High Incidenc",32607,8.2,0,7,13.54,74.5742390722102,0.99999999999992
54047,"West Virginia","McDowell County",0,"High Incidenc",18223,11,0,6,12.5,81.1580509757893,1.00000000000042
54049,"West Virginia","Marion County",13,"High Incidenc",56097,7.2,23.1741447849261,6,11.84,62.4808682610265,1.00000000000198
54051,"West Virginia","Marshall County",16,"High Incidenc",30785,6.9,51.9733636511288,6,11.44,59.8092035222876,1.00000000000011
54053,"West Virginia","Mason County",1,"High Incidenc",26718,7.1,3.74279511939516,6,12.79,60.767651195692,0.999999999999997
54055,"West Virginia","Mercer County",11,"High Incidenc",59131,8.9,18.6027633559385,6,11.22,70.412260954966,1.00000000000002
54057,"West Virginia","Mineral County",17,"High Incidenc",26940,6.6,63.1031922791388,6,11.57,61.7794639966853,1.00000000000003
54059,"West Virginia","Mingo County",0,"High Incidenc",23785,9.2,0,7,13.85,75.5631108148043,0.999999999999897
54061,"West Virginia","Monongalia County",30,"High Incidenc",106420,7.4,28.1901898139447,6,11.4,58.4572548471229,0.9999999999997
54063,"West Virginia","Monroe County",17,"High Incidenc",13280,10.1,128.012048192771,6,11.61,59.0421001610886,1.00000000000002
54065,"West Virginia","Morgan County",19,"High Incidenc",17787,8.5,106.819587339068,6,11.97,68.1644048257729,0.999999999999992
54067,"West Virginia","Nicholas County",4,"High Incidenc",24842,7.8,16.1017631430642,6,11.48,70.1035549735597,0.999999999500085
54069,"West Virginia","Ohio County",18,"High Incidenc",41755,6,43.1086097473356,6,11.24,48.6356194621158,0.999999999999983
54071,"West Virginia","Pendleton County",2,"High Incidenc",6997,9.6,28.5836787194512,6,10.58,69.2995612088824,1.00000000000005
54073,"West Virginia","Pleasants County",3,"High Incidenc",7507,5.8,39.96270147862,6,12.29,72.6732540677659,0.999999999999852
54075,"West Virginia","Pocahontas County",10,"High Incidenc",8414,8.2,118.849536486808,6,9.08,74.0419325784818,1.0000000000303
54077,"West Virginia","Preston County",6,"High Incidenc",33839,8.2,17.7310204202252,6,10.2,62.0734099557659,0.999999999999939
54079,"West Virginia","Putnam County",0,"High Incidenc",56682,5.7,0,7,13.43,64.9158569015298,1.00000000000035
54081,"West Virginia","Raleigh County",2,"High Incidenc",74254,7.4,2.69345759151022,6,11.57,72.6136497608447,0.99999999999586
54083,"West Virginia","Randolph County",4,"High Incidenc",28823,8.6,13.8778059188842,6,9.69,72.2097909617148,1.00000000000055
54085,"West Virginia","Ritchie County",0,"High Incidenc",9721,8.9,0,6,12.38,71.6270866654115,1.00000000000224
54087,"West Virginia","Roane County",1,"High Incidenc",13932,9.2,7.17772035601493,6,12.75,72.3744659376056,0.999999999999909
54089,"West Virginia","Summers County",0,"High Incidenc",12760,8.1,0,6,11.91,71.0825178682022,1.000000000001
54091,"West Virginia","Taylor County",7,"High Incidenc",16862,6.9,41.5134622227494,6,11.94,57.8844809926574,1.00000000000004
54093,"West Virginia","Tucker County",4,"High Incidenc",6955,7.9,57.5125808770669,6,9.63,67.4984170311576,0.999999999999888
54095,"West Virginia","Tyler County",0,"High Incidenc",8746,6.5,0,6,12.12,71.2214650873977,0.999999999999992
54097,"West Virginia","Upshur County",32,"High Incidenc",24415,8.3,131.066967028466,6,12.06,63.1142644196244,0.999999999999909
54099,"West Virginia","Wayne County",2,"High Incidenc",39944,8.9,5.00700981373924,7,13.78,75.6812241665433,0.999999999999971
54101,"West Virginia","Webster County",4,"High Incidenc",8285,7.7,48.2800241400121,6,10.67,77.4823485187596,1.00000000021123
54103,"West Virginia","Wetzel County",6,"High Incidenc",15270,8,39.2927308447937,6,11.69,74.2702777271534,1.00000000000338
54105,"West Virginia","Wirt County",0,"High Incidenc",5830,7.6,0,6,12.55,71.8616735618857,1.00000000000003
54107,"West Virginia","Wood County",2,"High Incidenc",84203,7.4,2.37521228459794,6,12.63,60.8770416714753,1.00000000000004
54109,"West Virginia","Wyoming County",0,"High Incidenc",20786,8.6,0,6,12.4,80.8771042198379,0.999999999999959
55001,"Wisconsin","Adams County",6,"High Incidenc",20348,8.5,29.4869274621584,5,7.19,29.6300092688065,0.999999999999997
55003,"Wisconsin","Ashland County",2,"High Incidenc",15600,8.2,12.8205128205128,5,4.19,59.8556362135582,0.923872882013508
55005,"Wisconsin","Barron County",11,"High Incidenc",45164,8,24.3556815162519,5,5.17,30.1724733525591,1
55007,"Wisconsin","Bayfield County",4,"High Incidenc",15042,9.1,26.5922084829145,5,4.37,60.4080635983387,0.995723704085376
55009,"Wisconsin","Brown County",77,"High Incidenc",263378,7.1,29.2355473881645,5,7.28,14.2103915291718,0.99676443821554
55011,"Wisconsin","Buffalo County",4,"High Incidenc",13125,7.8,30.4761904761905,5,7.33,36.3311710833622,0.999999999999991
55013,"Wisconsin","Burnett County",6,"High Incidenc",15392,8.8,38.981288981289,5,5.21,41.5173171320594,1
55015,"Wisconsin","Calumet County",6,"High Incidenc",50159,4.4,11.9619609641341,5,7.42,12.3664364873046,0.999999999999997
55017,"Wisconsin","Chippewa County",15,"High Incidenc",64135,6.5,23.3881655882124,5,5.67,32.1006073358843,1.00000000000035
55019,"Wisconsin","Clark County",8,"High Incidenc",34709,17.3,23.0487769742718,5,5.99,30.3103451735483,0.999999999998198
55021,"Wisconsin","Columbia County",20,"High Incidenc",57358,6.1,34.8687192719411,5,7.73,16.8707836223813,1
55023,"Wisconsin","Crawford County",5,"High Incidenc",16291,7.2,30.6917930145479,5,8.06,42.8178276802707,1.00000000000001
55025,"Wisconsin","Dane County",139,"High Incidenc",542364,4.9,25.6285446674189,5,8.06,13.9832369311002,0.999999999999991
55027,"Wisconsin","Dodge County",31,"High Incidenc",87847,5.8,35.2886268170797,5,7.12,7.65546947964654,0.999999999722279
55029,"Wisconsin","Door County",9,"High Incidenc",27610,7.1,32.5968851865266,5,6.38,30.1306401740986,0.921793330975468
55031,"Wisconsin","Douglas County",10,"High Incidenc",43208,6.5,23.1438622477319,5,4.33,52.6295026746685,0.99722628102539
55033,"Wisconsin","Dunn County",19,"High Incidenc",45131,6,42.0996654184485,5,6.21,26.7216449130613,0.99999999999999
55035,"Wisconsin","Eau Claire County",29,"High Incidenc",104534,6.1,27.7421700116708,5,6.38,30.7471588551183,1.00000000000001
55037,"Wisconsin","Florence County",2,"High Incidenc",4321,8,46.2855820411942,5,4.51,74.1541052803721,0.999999999997579
55039,"Wisconsin","Fond du Lac County",22,"High Incidenc",103066,5.7,21.3455455727398,5,7.23,10.4913097141822,1.00000000028912
55041,"Wisconsin","Forest County",1,"High Incidenc",8991,10.5,11.1222333444556,5,4.06,77.3712351498967,0.999999999999209
55043,"Wisconsin","Grant County",11,"High Incidenc",51554,8.5,21.3368506808395,5,8.18,23.285731204026,0.999999999999992
55045,"Wisconsin","Green County",4,"High Incidenc",36929,5.4,10.8315957648461,5,8.4,9.23426078802036,0.99999999999999
55047,"Wisconsin","Green Lake County",1,"High Incidenc",18918,9.7,5.28597103287874,5,7.44,12.8916846287913,1.00000000000001
55049,"Wisconsin","Iowa County",5,"High Incidenc",23771,5.3,21.0340330655,5,7.94,29.6052932927783,0.9999999999973
55051,"Wisconsin","Iron County",1,"High Incidenc",5676,7.9,17.6180408738548,5,3.72,68.6404095772135,0.999908687284079
55053,"Wisconsin","Jackson County",5,"High Incidenc",20478,9.7,24.4164469186444,5,6.75,39.4773428163389,1.00000000000058
55055,"Wisconsin","Jefferson County",13,"High Incidenc",85129,6.5,15.2709417472307,5,8.21,13.5671237966278,0.99999999999998
55057,"Wisconsin","Juneau County",9,"High Incidenc",26617,8,33.8129766690461,5,7.03,33.5165770267711,1.00000000000073
55059,"Wisconsin","Kenosha County",54,"High Incidenc",169290,6.9,31.8979266347687,5,8.75,10.3354701628317,0.999287536458849
55061,"Wisconsin","Kewaunee County",0,"High Incidenc",20383,6.3,0,5,7.01,18.2492602282827,0.999482934317985
55063,"Wisconsin","La Crosse County",34,"High Incidenc",118230,4.7,28.7575065550199,5,7.56,37.8264236193695,1.00000000000047
55065,"Wisconsin","Lafayette County",3,"High Incidenc",16665,10.8,18.001800180018,5,8.13,9.4394684000192,0.999999999997259
55067,"Wisconsin","Langlade County",4,"High Incidenc",19268,7.3,20.7598090097571,5,4.73,59.5076087716615,0.999999999999916
55069,"Wisconsin","Lincoln County",2,"High Incidenc",27689,5.8,7.22308497959478,5,4.9,58.8783494647725,1.00000000000001
55071,"Wisconsin","Manitowoc County",16,"High Incidenc",79074,6.5,20.2342109922351,5,7.27,16.1466519292913,0.999712138539399
55073,"Wisconsin","Marathon County",24,"High Incidenc",135428,6.1,17.721593761999,5,5.74,33.0311397114689,0.999999999999997
55075,"Wisconsin","Marinette County",15,"High Incidenc",40434,6.6,37.0974922095266,5,5.61,59.482069002467,0.999049565004577
55077,"Wisconsin","Marquette County",11,"High Incidenc",15434,8.4,71.2712193857717,5,7.58,25.2663176520425,0.999999999999977
55078,"Wisconsin","Menominee County",3,"High Incidenc",4658,8.3,64.405324173465,5,5.98,62.55109446791,0.99999999999998
55079,"Wisconsin","Milwaukee County",669,"High Incidenc",948201,8.2,70.5546608788643,5,8.5,15.3944616423429,0.99859272931655
55081,"Wisconsin","Monroe County",10,"High Incidenc",46051,8.5,21.7150550476645,5,6.54,34.9504612681344,0.999999999999993
55083,"Wisconsin","Oconto County",11,"High Incidenc",37830,6.9,29.0774517578641,5,6.13,45.4478837678862,0.999540316056174
55085,"Wisconsin","Oneida County",8,"High Incidenc",35470,6.3,22.5542712151114,5,4.04,69.6654728979881,0.999999999999986
55087,"Wisconsin","Outagamie County",35,"High Incidenc",187365,6.2,18.680116350439,5,7.25,15.2909187613025,0.999999999999985
55089,"Wisconsin","Ozaukee County",10,"High Incidenc",89147,4,11.2174273952012,5,7.82,17.2664543273349,0.999424061434711
55091,"Wisconsin","Pepin County",2,"High Incidenc",7289,8,27.4386061188092,5,6.95,29.7059454172943,1
55093,"Wisconsin","Pierce County",7,"High Incidenc",42555,5.5,16.4493009047115,5,6.17,22.9365106715367,1.00000000000209
55095,"Wisconsin","Polk County",16,"High Incidenc",43598,7.4,36.6989311436304,5,5.56,32.6710430042581,1.00000000000307
55097,"Wisconsin","Portage County",19,"High Incidenc",70942,6,26.782441994869,5,6.55,28.2082396535084,1.00000000000001
55099,"Wisconsin","Price County",5,"High Incidenc",13397,7.2,37.321788460103,5,4.25,59.7420106309604,1.00000000000126
55101,"Wisconsin","Racine County",83,"High Incidenc",196584,6.5,42.2211370203068,5,8.48,11.8395785733956,0.999664780374894
55103,"Wisconsin","Richland County",7,"High Incidenc",17377,8.5,40.2831328767912,5,7.81,39.7738500171114,0.999999999999998
55105,"Wisconsin","Rock County",46,"High Incidenc",163129,7.1,28.1985422579676,5,8.42,8.15724887560784,1.00000000000001
55107,"Wisconsin","Rusk County",5,"High Incidenc",14147,8.7,35.3431823001343,5,4.94,51.0909290359646,0.999999999999433
55109,"Wisconsin","St. Croix County",17,"High Incidenc",89694,4.4,18.9533302116084,5,6.06,17.4243023194236,1
55111,"Wisconsin","Sauk County",32,"High Incidenc",64249,7.2,49.8062226649442,5,7.83,31.356651872963,0.999999999999998
55113,"Wisconsin","Sawyer County",4,"High Incidenc",16489,10.5,24.2585966401844,5,4.4,64.3442276628928,1.00000000000092
55115,"Wisconsin","Shawano County",9,"High Incidenc",40796,7.8,22.0609863712129,5,6.47,37.7994525404386,1
55117,"Wisconsin","Sheboygan County",22,"High Incidenc",115456,5.9,19.0548780487805,5,7.42,18.0005875842958,0.999595662941515
55119,"Wisconsin","Taylor County",6,"High Incidenc",20412,7.5,29.3944738389183,5,4.94,48.2115705163799,1.00000000000002
55121,"Wisconsin","Trempealeau County",10,"High Incidenc",29442,8.4,33.9650838937572,5,7.3,32.0685723412155,0.999999999999989
55123,"Wisconsin","Vernon County",8,"High Incidenc",30785,10.4,25.9866818255644,5,7.24,35.2155300930799,1.00000000000001
55125,"Wisconsin","Vilas County",7,"High Incidenc",21938,9.6,31.9081046585833,5,3.62,72.5377105592621,1.00000000000096
55127,"Wisconsin","Walworth County",12,"High Incidenc",103718,8.2,11.5698335872269,5,8.36,13.2781698259822,1.00000000000001
55129,"Wisconsin","Washburn County",6,"High Incidenc",15878,7.5,37.7881345257589,5,4.69,53.4119953819011,1.00000000000096
55131,"Wisconsin","Washington County",16,"High Incidenc",135693,4.3,11.7913230601431,5,7.23,20.2103686336889,0.999999999999994
55133,"Wisconsin","Waukesha County",64,"High Incidenc",403072,3.8,15.8780565258812,5,8.05,20.6041036707434,1.00000000000002
55135,"Wisconsin","Waupaca County",12,"High Incidenc",51128,6.7,23.4705053982162,5,6.91,31.6519019598734,0.999999999999998
55137,"Wisconsin","Waushara County",7,"High Incidenc",24263,8.8,28.8505131269835,5,7.15,26.5301948563372,0.999999999999994
55139,"Wisconsin","Winnebago County",46,"High Incidenc",171020,5.5,26.8974388960356,5,7.54,9.86321648026065,1
55141,"Wisconsin","Wood County",15,"High Incidenc",73055,6.1,20.5324755321333,5,6.47,29.8824586103953,1
