"HUC_12","PFOR90","PFOR"
"          NA",91.0374527,75.4799576
"          NA",91.9540558,84.0492859
"          NA",91.9721375,86.3354492
"          NA",89.5499039,86.5557861
"          NA",86.5487137,80.3783188
"          NA",90.3414307,77.6598663
"          NA",94.4508591,88.5942688
"          NA",91.2826996,83.3869324
"          NA",79.7611542,68.858757
"          NA",87.5708923,78.5593185
"          NA",93.1255798,85.2765121
"          NA",87.8597183,80.2327728
"          NA",85.5859299,71.8022156
"          NA",85.3893661,76.6497192
"          NA",86.7423172,82.2573547
"          NA",83.1192398,80.1992874
"          NA",86.3706589,82.247963
"          NA",85.0061035,80.5981827
"          NA",86.503479,83.6582794
"          NA",86.1192322,84.5426788
"          NA",88.6069946,80.2485428
"          NA",85.9796906,71.6428452
"          NA",66.7552185,59.3840942
"          NA",80.7380295,75.4240799
"          NA",87.3847275,80.4698334
"          NA",88.265892,76.33284
"          NA",82.3060379,70.4932861
"          NA",93.1729279,90.6520615
"          NA",91.1719589,87.9906693
"          NA",96.0469437,95.4257431
"          NA",91.9440765,87.88974
"          NA",89.8026733,80.5591507
"          NA",90.2341385,76.2307968
"          NA",88.1295929,79.8758774
"          NA",91.091423,79.1068954
"          NA",92.1448517,85.5801849
"          NA",90.4085312,77.2779846
"          NA",90.4726257,79.270752
"          NA",87.0909042,82.2469864
"          NA",86.3293762,71.2432022
"          NA",83.047554,73.160202
"          NA",93.8310089,92.051712
"          NA",93.8213501,91.2655411
"          NA",94.584198,92.3863373
"          NA",89.7174911,83.8051605
"          NA",89.5559616,85.0422974
"          NA",90.3034973,80.1628952
"          NA",89.2131958,82.8315582
"          NA",90.0884247,85.8961182
"          NA",78.3807526,72.7789078
"          NA",90.5858612,87.7196503
"          NA",85.7471542,66.2236023
"          NA",78.2459106,70.3852615
"          NA",86.7708893,75.1962585
"          NA",85.7552338,80.4674377
"          NA",84.5990829,70.7042236
"          NA",85.9704285,78.3111038
"          NA",84.1321945,75.6680908
"          NA",79.1310806,71.053894
"          NA",74.0061646,62.109539
"          NA",71.9105072,63.4400444
"          NA",87.4689331,79.8532028
"          NA",87.0597916,78.8730164
"          NA",75.6613312,58.997612
"          NA",79.1026688,64.8571777
"          NA",77.2778015,67.9795685
"          NA",67.5558929,61.0414658
"          NA",84.7845612,65.8394699
"          NA",83.0894852,55.1576767
"          NA",82.4621964,73.2432251
"          NA",72.9253922,54.0463791
"          NA",85.3796692,68.6955109
"          NA",44.3237839,35.6199188
"          NA",85.68367,68.781105
"          NA",88.2905655,79.6620712
"          NA",88.8412094,80.0332413
"          NA",87.1073837,74.8622742
"          NA",87.5310898,64.7277298
"          NA",85.3201599,73.2207794
"          NA",77.3757858,62.1354485
"          NA",76.9825668,55.1085968
"          NA",76.5898743,69.5811539
"          NA",67.1898117,49.0244713
"          NA",67.9706497,50.6195107
"          NA",71.2759094,50.4104881
"          NA",81.9138336,65.5780258
"          NA",68.2886963,55.1434898
"          NA",84.8194504,70.158783
"          NA",78.4901276,57.7441177
"          NA",75.6176987,49.9551773
"          NA",81.0402374,53.7641068
"          NA",85.1961594,63.744442
